ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
512008,EFC (I) Ltd,1984,"₹3,126 Cr",Small Cap,Real Estate Operations,₹344.00,2.44%,₹171.35,₹358.48,100.76%,-4.04%,₹311.42,₹311.65,₹278.60,8.11%,9.28%,1.33%,38.10%,18.23%,25.90%,2230.62%,,"273,131","333,478","278,757","411,170","359,655",-33.57%,-18.90%,-32.20%,-24.06%,-7.28%,-22.49%,14.32%,0.7,₹336.65, , , ,
542383,RITCO LOGISTICS Ltd,2001,₹881 Cr,Small Cap,Freight & Logistics Services,₹303.45,-0.26%,₹217.90,₹443.20,39.26%,-31.53%,₹287.28,₹281.97,₹324.86,-0.16%,3.35%,7.91%,2.62%,-14.86%,-1.25%,125.19%,1436.46%,"1,284","7,445","12,068","14,482","9,443",-91.13%,-48.59%,-16.67%,-86.40%,-21.16%,27.80%,53.36%,0.1,₹304.25,20.35,14.96,13.89,7.70%
543597,Virtuoso Optoelectronics Ltd,2015,"₹1,438 Cr",Small Cap,Electronic Equipment & Parts,₹479.00,0.79%,₹277.50,₹690.00,72.61%,-30.58%,₹485.91,₹504.34,₹509.35,1.78%,-1.71%,8.81%,-15.73%,-20.17%,54.92%,,,"9,500","27,450","34,886","27,609","28,374",-65.59%,-0.58%,26.36%,-66.52%,-3.26%,22.95%,-2.70%,0.3,₹475.25,91.24,5.25,4.32,21.53%
543515,Sunrise Efficient Marketing Ltd,2002,₹310 Cr,Micro Cap,"Machinery, Equipment & Components",₹209.20,-0.26%,₹39.10,₹224.90,435.04%,-6.98%,₹208.02,₹210.18,₹168.01,0.60%,1.78%,-1.78%,16.87%,22.52%,326.85%,,,"3,000","17,100","36,818","32,020","33,961",-90.63%,-46.60%,14.98%,-91.17%,-49.65%,8.41%,-5.71%,0.1,₹209.75,37.03,5.65,5.41,4.44%
543971,Bondada Engineering Ltd,2012,"₹4,703 Cr",Small Cap,Construction & Engineering,₹446.95,0.35%,₹330.00,₹753.98,35.44%,-40.72%,₹442.01,₹434.74,₹486.06,1.23%,4.59%,4.58%,9.47%,-20.20%,-19.14%,,,"84,800","127,520","133,955","337,332","306,289",-74.86%,-62.20%,-60.29%,-72.31%,-58.37%,-56.27%,10.14%,0.3,₹445.40,43.57,10.28,23.14,-55.57%
KALAMANDIR,Sai Silks (Kalamandir) Limited,2008,"₹2,269 Cr",Small Cap,Specialty Retailers,₹154.00,0.48%,₹113.00,₹197.00,36.28%,-21.83%,₹149.38,₹135.69,₹151.51,0.81%,0.08%,13.50%,22.84%,-1.86%,-10.60%,,,"283,445","545,690","1,611,423","1,040,931","704,464",-72.77%,-47.58%,54.81%,-59.76%,-22.54%,128.74%,47.76%,0.3,₹153.26,26.55,5.8,6.24,-7.05%
539112,SAB Industries Ltd,1983,₹273 Cr,Micro Cap,Construction & Engineering,₹162.10,-4.98%,₹136.35,₹308.40,18.89%,-47.44%,₹169.86,₹161.67,₹173.59,-4.98%,-18.50%,11.03%,8.07%,-7.48%,-12.40%,87.40%,383.88%,100,619,416,229,208,-56.41%,169.92%,81.26%,-51.91%,197.77%,99.95%,10.32%,0.4,₹170.60, ,-13.87,-21.2,-34.58%
539991,Confidence Futuristic Energetech Ltd,1985,₹185 Cr,Micro Cap,Oil & Gas,₹74.88,-0.35%,₹58.12,₹119.00,28.84%,-37.08%,₹77.51,₹79.48,₹83.95,-1.40%,-4.21%,-0.35%,-22.19%,-28.11%,-27.02%,,146.72%,"6,145","11,093","17,797","16,595","21,484",-62.97%,-33.15%,7.25%,-71.40%,-48.37%,-17.16%,-22.76%,0.4,₹75.14,18.09,4.14,1.95,112.31%
524288,Aimco Pesticides Ltd,1987,₹83 Cr,Nano Cap,Chemicals,₹84.33,-2.51%,₹74.99,₹118.50,12.45%,-28.84%,₹84.40,₹87.88,₹94.35,0.36%,-0.08%,-2.64%,-9.14%,-19.66%,-16.34%,-42.73%,26.05%,394,"1,835","3,039","6,494","6,464",-93.93%,-71.75%,-53.21%,-93.90%,-71.62%,-52.99%,0.46%,0.1,₹86.50, ,-7.55,-5.85,29.06%
EMSLIMITED,Ems Ltd,2010,"₹3,356 Cr",Small Cap,Construction & Engineering,₹614.40,0.13%,₹535.05,"₹1,016.00",14.83%,-39.53%,₹606.29,₹608.12,₹710.74,1.71%,2.19%,2.99%,-7.10%,-23.12%,-8.98%,,,"82,474","158,232","297,934","311,799","329,677",-73.55%,-49.25%,-4.45%,-74.98%,-52.00%,-9.63%,-5.42%,0.3,₹613.60,18.58,33.05,31.79,3.96%
524790,Everest Organics Ltd,1993,₹318 Cr,Micro Cap,Pharmaceuticals,₹330.00,0.00%,₹112.50,₹477.00,193.33%,-30.82%,₹340.51,₹389.91,₹273.12,0.00%,0.00%,-13.70%,5.77%,23.18%,96.20%,131.09%,94.92%,35,814,"4,037","5,956","6,258",-99.41%,-86.34%,-32.21%,-99.44%,-87.00%,-35.49%,-4.84%,0.0,₹330.00, ,-2.97,-7.79,-61.87%
507779,Kanpur Plastipack Limited,1971,₹461 Cr,Micro Cap,Containers & Packaging,₹207.00,0.00%,₹102.05,₹249.45,102.84%,-17.02%,₹205.85,₹204.26,₹144.17,3.58%,0.71%,4.12%,78.45%,60.47%,90.61%,66.40%,475.48%,0,263,999,"7,323","5,230",-100.00%,-96.41%,-86.36%,-100.00%,-94.97%,-80.90%,40.01%,0.0,₹207.00,40.51,5.11,-1.23,-515.45%
531569,Sanjivani Paranteral Ltd,1994,₹256 Cr,Micro Cap,Pharmaceuticals,₹225.90,1.76%,₹190.00,₹396.95,18.89%,-43.09%,₹218.39,₹227.01,₹278.14,2.82%,3.01%,0.47%,-10.02%,-36.35%,5.71%,365.77%,2438.20%,"8,268","15,298","10,695","7,584","9,729",9.02%,101.72%,41.01%,-15.02%,57.25%,9.93%,-22.05%,1.1,₹222.00,33.92,6.66,5.91,12.69%
532362,Nagpur Power And Industries Ltd,1996,₹159 Cr,Micro Cap,"Machinery, Equipment & Components",₹121.35,0.79%,₹87.00,₹171.05,39.48%,-29.06%,₹122.26,₹123.89,₹127.64,0.37%,0.41%,-4.37%,-2.02%,-16.31%,-23.29%,120.44%,327.29%,265,"1,931","2,929","2,407","4,489",-88.99%,-19.77%,21.72%,-94.10%,-56.99%,-34.74%,-46.38%,0.1,₹120.40,57.79,2.1,-0.75,-380.00%
THOMASCOTT,Thomas Scott (India) Ltd,2010,₹538 Cr,Small Cap,Specialty Retailers,₹373.00,0.04%,₹185.59,₹509.00,100.98%,-26.72%,₹354.97,₹339.18,₹334.85,1.83%,0.28%,23.14%,23.65%,-12.70%,46.56%,865.07%,5509.02%,"5,803","10,615","58,258","33,144","22,888",-82.49%,-67.97%,75.77%,-74.65%,-53.62%,154.53%,44.81%,0.2,₹372.85,32.21,11.58,23.64,-51.02%
533181,Intrasoft Technologies Ltd,1996,₹181 Cr,Micro Cap,Software & IT Services,₹110.60,2.41%,₹89.95,₹191.40,22.96%,-42.22%,₹111.51,₹109.06,₹123.05,1.89%,-1.07%,1.65%,8.73%,-17.52%,-15.57%,-34.56%,58.45%,924,"1,227","2,463","4,109","4,104",-77.51%,-70.15%,-40.05%,-77.49%,-70.11%,-39.99%,0.11%,0.2,₹108.00,14.22,7.78,7,11.14%
BEDMUTHA,Bedmutha Industries Ltd,1990,₹488 Cr,Micro Cap,Metals & Mining,₹146.99,-2.25%,₹135.01,₹259.70,8.87%,-43.40%,₹150.70,₹156.97,₹180.71,-3.36%,-1.00%,-5.19%,-8.44%,-27.79%,-32.14%,109.69%,903.34%,"21,148","30,797","12,040","14,558","15,890",45.27%,111.55%,-17.30%,33.09%,93.82%,-24.23%,-8.38%,1.5,₹150.37,19.11,7.69,8.44,-8.89%
518011,Keerthi Industries Ltd,1982,₹60 Cr,Nano Cap,Construction Materials,₹74.99,-0.48%,₹65.30,₹138.85,14.84%,-45.99%,₹73.75,₹75.06,₹83.98,-0.66%,-1.07%,4.28%,0.05%,-12.34%,-40.01%,-46.11%,103.22%,7,320,"1,053",560,710,-98.75%,-42.85%,87.95%,-99.01%,-54.93%,48.22%,-21.14%,0.0,₹75.35, ,-28.54,-21.04,35.65%
530549,Shilpa Medicare Ltd,1987,"₹8,733 Cr",Mid Cap,Pharmaceuticals,₹939.10,5.00%,₹530.50,"₹1,003.20",77.02%,-6.39%,₹880.38,₹844.03,₹779.53,3.72%,10.83%,-4.25%,39.79%,20.89%,45.36%,118.62%,84.92%,"19,057","6,867","6,538","14,656","13,659",30.03%,-53.15%,-55.39%,39.52%,-49.73%,-52.14%,7.30%,1.3,₹894.40,116.8,8.04,5,60.80%
530215,Kings Infra Ventures Ltd,1987,₹318 Cr,Micro Cap,Food & Tobacco,₹131.60,-0.34%,₹106.00,₹196.00,24.15%,-32.86%,₹131.71,₹130.95,₹139.54,0.34%,-1.46%,1.19%,-1.16%,-7.81%,-15.72%,88.94%,436.05%,"5,684","9,504","10,828","12,090","14,900",-52.99%,-21.39%,-10.44%,-61.85%,-36.21%,-27.33%,-18.86%,0.5,₹132.05,25.03,5.31,3.49,52.15%
514354,Premier Polyfilm Ltd(NDA),1992,₹557 Cr,Small Cap,Homebuilding & Construction Supplies,₹52.77,0.63%,₹40.20,₹85.57,31.27%,-38.33%,₹51.79,₹53.64,₹61.68,-0.40%,2.29%,1.07%,-17.26%,-27.49%,19.88%,171.03%,1047.17%,847,"6,386","10,178","14,341","15,943",-94.09%,-55.47%,-29.03%,-94.69%,-59.94%,-36.16%,-10.05%,0.1,₹52.44,21.28,2.48,10.35,-76.04%
504036,Hind Rectifiers Ltd,1958,"₹2,290 Cr",Small Cap,Electronic Equipment & Parts,"₹1,305.00",-0.82%,₹660.85,"₹1,591.00",97.47%,-17.98%,"₹1,299.07","₹1,226.02","₹1,142.23",-0.38%,-6.04%,-0.71%,32.34%,9.51%,81.24%,618.41%,1009.99%,514,"9,598","6,627","7,218","5,288",-92.88%,32.96%,-8.20%,-90.28%,81.50%,25.32%,36.51%,0.1,"₹1,315.80",60.42,21.6,10.2,111.76%
531508,Eveready Industries India Ltd,1934,"₹2,651 Cr",Small Cap,"Machinery, Equipment & Components",₹375.30,-2.85%,₹272.80,₹504.90,37.57%,-25.67%,₹331.46,₹321.80,₹346.26,-1.86%,7.32%,15.92%,21.71%,1.00%,-0.75%,10.95%,232.71%,"13,620","31,501","13,190","9,433","9,089",44.38%,233.94%,39.82%,49.86%,246.60%,45.12%,3.79%,1.4,₹386.30,33.09,11.34,9.81,15.60%
GRASIM,Grasim Industries Ltd,1947,"₹187,446 Cr",Large Cap,Construction Materials,"₹2,765.00",-0.49%,"₹2,276.95","₹2,896.00",21.43%,-4.52%,"₹2,791.29","₹2,713.12","₹2,594.66",-0.70%,-1.18%,2.22%,0.16%,19.31%,-2.21%,94.36%,370.71%,"111,572","1,056,210","782,648","745,443","687,346",-85.03%,41.69%,4.99%,-83.77%,53.67%,13.87%,8.45%,0.1,"₹2,778.60",49.85,55.5,79.37,-30.07%
EIFFL,Euro India Fresh Foods Ltd,2009,₹637 Cr,Small Cap,Food & Tobacco,₹238.00,-3.15%,₹142.45,₹292.05,67.08%,-18.51%,₹243.08,₹226.98,₹204.39,-6.04%,-10.68%,8.48%,29.72%,26.59%,57.68%,109.51%,,"3,461","20,375","70,269","49,167","42,119",-92.96%,-58.56%,42.92%,-91.78%,-51.63%,66.84%,16.74%,0.1,₹245.75,105.31,2.26,0.9,151.11%
KHADIM,Khadim India Limited,1981,₹482 Cr,Micro Cap,Textiles & Apparel,₹288.40,-0.62%,₹251.70,₹440.00,14.58%,-34.45%,₹262.84,₹277.48,₹322.81,6.54%,9.72%,10.35%,-1.13%,-14.73%,-21.82%,39.05%,153.32%,"12,907","53,726","42,387","41,383","39,612",-68.81%,29.82%,2.43%,-67.42%,35.63%,7.00%,4.47%,0.3,₹290.20,27.45,10.51,2.93,258.70%
531540,Maruti Infrastructure Ltd,1994,₹138 Cr,Micro Cap,Real Estate Operations,₹14.57,-2.28%,₹12.06,₹40.05,20.81%,-63.62%,₹15.17,₹15.22,₹17.40,-2.41%,-4.08%,3.33%,-6.90%,-8.08%,-49.29%,97.69%,482.80%,"17,823","25,041","61,138","56,076","58,024",-68.22%,-55.34%,9.03%,-69.28%,-56.84%,5.37%,-3.36%,0.3,₹14.91,69.38,0.21,0.09,133.33%
ZODIAC,Zodiac Energy Ltd,1992,₹708 Cr,Small Cap,Electrical Utilities & IPPs,₹470.95,-0.38%,₹318.80,₹809.40,47.73%,-41.81%,₹473.05,₹467.71,₹470.94,1.01%,-0.48%,-3.09%,15.32%,5.15%,-32.14%,283.20%,,"3,680","9,101","16,089","67,622","54,356",-94.56%,-86.54%,-76.21%,-93.23%,-83.26%,-70.40%,24.40%,0.1,₹472.75,35.42,13.27,8.51,55.93%
HILTON,Hilton Metal Forging Ltd,2005,₹158 Cr,Micro Cap,Metals & Mining,₹66.29,0.39%,₹51.20,₹123.25,29.47%,-46.22%,₹66.33,₹69.59,₹80.42,-1.27%,8.19%,-12.35%,-1.50%,-30.07%,-26.22%,69.93%,626.86%,"8,622","140,718","306,086","260,548","213,287",-96.69%,-45.99%,17.48%,-95.96%,-34.02%,43.51%,22.16%,0.0,₹66.03,23.63,2.78,2.64,5.30%
BOROLTD,Borosil Ltd,2010,"₹4,018 Cr",Small Cap,Household Goods,₹339.30,-0.53%,₹282.65,₹515.90,20.04%,-34.23%,₹339.69,₹346.94,₹377.35,0.40%,-1.01%,-0.45%,3.18%,-12.50%,-8.57%,1.89%,,"26,613","164,950","101,961","126,653","155,205",-78.99%,30.24%,-19.50%,-82.85%,6.28%,-34.31%,-18.40%,0.2,₹341.10,54.16,6.26,6.13,2.12%
517059,Salzer Electronics Ltd,1985,"₹1,517 Cr",Small Cap,"Machinery, Equipment & Components",₹871.30,0.71%,₹820.00,"₹1,650.00",6.26%,-47.19%,₹894.32,₹938.92,"₹1,081.96",0.69%,-0.42%,-5.24%,-19.10%,-37.46%,-4.67%,391.98%,916.09%,497,"8,349","6,912","11,074","13,913",-95.51%,-24.61%,-37.58%,-96.43%,-39.99%,-50.32%,-20.40%,0.0,₹865.15,20.33,21.87,21.87,
ZUARIIND,Zuari Industries Ltd,1967,₹782 Cr,Small Cap,Food & Tobacco,₹265.90,-0.28%,₹229.99,₹407.30,15.61%,-34.72%,₹276.30,₹283.61,₹295.04,1.10%,-1.45%,-5.78%,-5.41%,-9.31%,-30.97%,88.51%,,"23,721","42,916","42,011","71,788","71,606",-66.96%,-40.22%,-41.48%,-66.87%,-40.07%,-41.33%,0.25%,0.3,₹266.65, , , ,
504240,Delton Cables Ltd,1964,₹576 Cr,Small Cap,"Machinery, Equipment & Components",₹675.00,0.45%,₹490.00,"₹1,375.00",37.76%,-50.91%,₹700.38,₹706.10,₹773.87,2.15%,-2.98%,-8.29%,-4.95%,-20.95%,23.18%,1328.57%,1739.24%,"4,230","10,873","6,837","6,167","5,775",-31.41%,76.31%,10.87%,-26.75%,88.28%,18.40%,6.79%,0.7,₹672.00,28.43,23.74,19,24.95%
524542,Sukhjit Starch And Chemicals Ltd,1944,₹550 Cr,Small Cap,Food & Tobacco,₹177.35,0.23%,₹174.20,₹324.15,1.81%,-45.29%,₹184.01,₹195.66,₹227.79,0.23%,-1.28%,-7.51%,-19.20%,-26.56%,-26.59%,-24.81%,104.79%,"1,218","4,306","4,076","2,853","2,448",-57.31%,50.94%,42.86%,-50.24%,75.93%,66.51%,16.56%,0.4,₹176.95,13.87,12.79,34,-62.38%
SOUTHWEST,South West Pinnacle Exploration Ltd,2006,₹463 Cr,Micro Cap,Metals & Mining,₹151.00,-0.59%,₹99.06,₹169.00,52.43%,-10.65%,₹147.56,₹143.37,₹130.21,0.42%,5.42%,-4.59%,26.50%,10.08%,35.88%,-20.90%,613.95%,"13,837","19,585","63,580","95,402","75,491",-85.50%,-79.47%,-33.36%,-81.67%,-74.06%,-15.78%,26.38%,0.1,₹151.89,25.9,5.83, ,
ZOTA,Zota Health Care Ltd,2000,"₹3,601 Cr",Small Cap,Pharmaceuticals,"₹1,189.75",-0.30%,₹535.00,"₹1,305.00",122.38%,-8.83%,"₹1,087.99","₹1,010.87",₹842.10,-2.17%,-2.46%,23.97%,34.69%,16.80%,105.32%,335.13%,741.78%,"17,072","93,940","171,550","95,288","82,065",-82.08%,-1.41%,80.03%,-79.20%,14.47%,109.04%,16.11%,0.2,"₹1,193.35", ,-20.68,-9.26,123.33%
PRITI,Priti International Ltd,2017,₹125 Cr,Micro Cap,Software & IT Services,₹92.47,-1.45%,₹81.80,₹193.40,13.04%,-52.19%,₹93.44,₹94.86,₹115.67,-1.43%,-4.43%,-0.55%,0.80%,-30.73%,-33.35%,-34.49%,,"17,670","20,897","11,703","16,032","19,185",10.22%,30.35%,-27.00%,-7.89%,8.93%,-39.00%,-16.43%,1.1,₹93.83,26.13,3.56,6.38,-44.20%
500148,Uflex Ltd,1988,"₹4,300 Cr",Small Cap,Containers & Packaging,₹602.90,0.84%,₹437.65,₹859.90,37.76%,-29.89%,₹601.92,₹603.61,₹549.79,1.71%,0.03%,-1.94%,9.79%,23.88%,7.84%,-2.03%,130.25%,"1,096","2,611","2,296","5,538","5,086",-80.21%,-52.85%,-58.53%,-78.45%,-48.66%,-54.84%,8.88%,0.2,₹597.85,30.59,19.71,-51.69,-138.13%
KAPSTON,Kapston Services Ltd,2009,₹249 Cr,Micro Cap,Professional & Commercial Services,₹244.86,-0.46%,₹185.00,₹319.00,32.36%,-23.24%,₹243.69,₹238.15,₹243.99,-0.69%,-0.81%,1.45%,10.90%,-0.81%,29.52%,216.77%,444.98%,"3,229","4,008","7,792","12,062","8,506",-73.23%,-66.77%,-35.40%,-62.04%,-52.88%,-8.40%,41.81%,0.3,₹245.99,27.86,8.79,6.45,36.28%
540728,Sayaji Industries Ltd,1941,₹183 Cr,Micro Cap,Food & Tobacco,₹273.05,0.02%,₹169.50,₹413.75,61.09%,-34.01%,₹278.64,₹283.61,₹303.75,-4.18%,0.85%,-3.02%,-3.21%,-31.98%,58.29%,37.87%,123.81%,5,173,216,303,341,-98.35%,-42.94%,-28.92%,-98.53%,-49.21%,-36.73%,-10.99%,0.0,₹273.00, ,-17.74,-21.93,-19.11%
526433,ASM Technologies Ltd,1992,"₹3,442 Cr",Small Cap,Software & IT Services,"₹2,870.35",-2.18%,"₹1,033.20","₹2,980.00",177.81%,-3.68%,"₹2,659.75","₹2,296.22","₹1,599.56",3.11%,7.88%,12.43%,103.00%,122.36%,86.92%,519.61%,9195.17%,"7,696","11,383","17,767","22,623","15,901",-65.98%,-49.68%,-21.47%,-51.60%,-28.42%,11.73%,42.27%,0.3,"₹2,934.30",135.05,21.31,-2.86,-845.10%
517236,Calcom Vision Ltd,1985,₹137 Cr,Micro Cap,Homebuilding & Construction Supplies,₹106.50,4.46%,₹71.55,₹150.00,48.85%,-29.00%,₹101.84,₹103.29,₹106.30,6.18%,9.23%,0.38%,34.50%,-11.40%,-25.29%,0.76%,320.12%,"18,891","6,163","4,391","9,027","10,312",109.28%,-31.73%,-51.35%,83.20%,-40.24%,-57.42%,-12.46%,2.1,₹101.95,133.13,0.8,-0.72,-211.11%
AGRITECH,Agri-Tech (India) Ltd,1993,₹91 Cr,Nano Cap,Food & Tobacco,₹144.75,-0.43%,₹117.50,₹309.15,23.19%,-53.18%,₹154.64,₹157.50,₹172.62,-2.33%,-6.92%,-8.61%,0.38%,-20.69%,-26.78%,74.48%,387.72%,"22,669","13,446","9,989","16,238","20,375",39.61%,-17.19%,-38.48%,11.26%,-34.01%,-50.97%,-20.30%,1.4,₹145.37, ,-1.86,15.77,-111.79%
KIOCL,KIOCL Ltd,1976,"₹17,464 Cr",Mid Cap,Metals & Mining,₹291.65,-0.61%,₹209.84,₹485.10,38.99%,-39.88%,₹291.82,₹288.96,₹310.14,-0.10%,0.52%,-2.91%,18.75%,-20.05%,-37.29%,48.80%,193.12%,"12,016","37,363","74,066","283,385","203,261",-95.76%,-86.82%,-73.86%,-94.09%,-81.62%,-63.56%,39.42%,0.0,₹293.45, ,-3.37,-1.25,169.60%
539872,Bajaj Healthcare Ltd,1993,"₹1,510 Cr",Small Cap,Pharmaceuticals,₹532.85,-0.33%,₹331.05,₹744.90,60.96%,-28.47%,₹503.39,₹527.80,₹535.96,3.65%,10.13%,2.95%,-14.48%,-0.17%,43.22%,47.93%,252.34%,"20,521","35,398","18,507","20,840","41,761",-1.53%,69.86%,-11.19%,-50.86%,-15.24%,-55.68%,-50.10%,1.0,₹534.60,37.16,14.26,-10.3,-238.45%
530079,Faze Three Ltd,1985,"₹1,588 Cr",Small Cap,Household Goods,₹710.00,0.33%,₹318.00,₹745.10,123.27%,-4.71%,₹606.30,₹595.77,₹458.27,0.33%,16.05%,25.93%,47.69%,67.87%,40.97%,123.31%,1925.68%,"5,634","19,491","8,624","7,738","5,302",-27.19%,151.89%,11.45%,6.26%,267.62%,62.65%,45.94%,0.7,₹707.65,42.43,16.72,17.07,-2.05%
ORCHPHARMA,Orchid Pharma Ltd,1992,"₹3,638 Cr",Small Cap,Pharmaceuticals,₹746.35,0.86%,₹603.80,"₹1,997.40",23.61%,-62.63%,₹716.97,₹724.64,"₹1,138.56",3.65%,2.44%,5.94%,-3.81%,-53.42%,-34.52%,147.87%,,"48,819","83,142","83,298","137,329","131,621",-64.45%,-39.46%,-39.34%,-62.91%,-36.83%,-36.71%,4.34%,0.4,₹739.95,38.01,19.65,22.89,-14.15%
543373,Shri Venkatesh Refineries Ltd,2003,₹535 Cr,Small Cap,Food & Tobacco,₹235.80,-0.72%,₹115.00,₹243.00,105.04%,-2.96%,₹212.25,₹208.48,₹199.80,-2.80%,4.41%,,13.37%,-1.91%,83.93%,478.65%,,"4,500","19,300","10,694","9,564","9,376",-52.95%,101.81%,11.82%,-52.01%,105.83%,14.06%,2.00%,0.5,₹237.50,28.86,8.17,6.86,19.10%
KRISHANA,Krishana Phoschem Ltd,2004,"₹2,704 Cr",Small Cap,Chemicals,₹484.20,0.39%,₹175.15,₹544.10,176.45%,-11.01%,₹481.79,₹434.25,₹274.41,5.03%,9.28%,-5.42%,80.71%,135.48%,79.11%,256.77%,2006.52%,"94,583","237,792","243,220","307,275","192,074",-69.22%,-22.61%,-20.85%,-50.76%,23.80%,26.63%,59.98%,0.3,₹482.30,34.59,14,7.27,92.57%
HINDWAREAP,Hindware Home Innovation Ltd,2017,"₹2,265 Cr",Small Cap,Homebuilding & Construction Supplies,₹268.85,0.54%,₹177.42,₹442.65,51.53%,-39.26%,₹284.13,₹261.00,₹250.81,-1.59%,-3.15%,-8.04%,31.96%,5.51%,-36.88%,-13.27%,277.02%,"12,146","41,219","105,163","174,057","228,799",-93.02%,-76.32%,-39.58%,-94.69%,-81.98%,-54.04%,-23.93%,0.1,₹267.40, ,-8.88,3.06,-390.20%
543464,Maruti Interior Products Ltd,1997,₹156 Cr,Micro Cap,Homebuilding & Construction Supplies,₹104.60,-4.87%,₹71.11,₹229.50,47.10%,-54.42%,₹108.31,₹112.99,₹128.89,-1.51%,-1.65%,-4.17%,-16.32%,-50.64%,29.14%,65.11%,,"3,000","7,000","5,500","9,000","13,056",-66.67%,-22.22%,-38.89%,-77.02%,-46.39%,-57.87%,-31.07%,0.3,₹109.95,32.59,3.21,2.24,43.30%
RISHABH,Rishabh Instruments Ltd,1982,"₹1,137 Cr",Small Cap,"Machinery, Equipment & Components",₹301.30,1.38%,₹201.50,₹449.00,49.53%,-32.90%,₹287.69,₹286.64,₹294.21,3.93%,1.07%,2.31%,25.11%,-1.66%,-31.33%,,,"15,527","79,935","56,239","59,558","64,823",-73.93%,34.21%,-5.57%,-76.05%,23.31%,-13.24%,-8.12%,0.3,₹297.20,51,5.9,9.35,-36.90%
526717,HCP Plastene Bulkpack Ltd,1984,₹181 Cr,Micro Cap,Containers & Packaging,₹178.90,2.00%,₹88.75,₹204.95,101.58%,-12.71%,₹172.42,₹153.55,₹144.27,4.01%,5.20%,2.23%,66.19%,20.31%,14.90%,-50.59%,-2.69%,"1,580","84,784","20,078","11,600","10,818",-86.38%,630.91%,73.09%,-85.39%,683.74%,85.60%,7.23%,0.1,₹175.40, , , ,
532486,Pokarna Ltd,1991,"₹3,147 Cr",Small Cap,Construction Materials,"₹1,019.90",-0.31%,₹677.95,"₹1,451.70",50.44%,-29.74%,"₹1,044.10","₹1,036.71","₹1,096.98",-0.32%,-1.36%,-7.63%,5.55%,-20.74%,43.23%,95.21%,666.84%,"1,039","4,441","6,389","9,419","11,328",-88.97%,-52.85%,-32.17%,-90.83%,-60.80%,-43.61%,-16.86%,0.1,"₹1,023.05",16.88,60.43,33.07,82.73%
532395,Axiscades Technologies Ltd,1990,"₹6,092 Cr",Mid Cap,Professional & Commercial Services,"₹1,375.00",-1.06%,₹421.05,"₹1,506.00",226.56%,-8.70%,"₹1,413.85","₹1,172.23",₹810.08,-1.36%,-6.75%,12.55%,62.74%,93.17%,135.87%,1006.64%,2256.47%,"11,073","9,932","22,607","30,117","21,631",-63.23%,-67.02%,-24.94%,-48.81%,-54.08%,4.51%,39.23%,0.4,"₹1,389.75",79.85,17.22,10.66,61.54%
516003,Duroply Industries Ltd,1957,₹236 Cr,Micro Cap,Paper & Forest Products,₹238.50,-1.75%,₹150.50,₹341.05,58.47%,-30.07%,₹239.38,₹215.32,₹220.40,0.38%,-2.01%,11.09%,31.08%,10.72%,-18.24%,63.69%,676.87%,132,"1,458","7,172","5,715","6,365",-97.69%,-74.50%,25.49%,-97.93%,-77.10%,12.69%,-10.20%,0.0,₹242.75,33.31,7.16,3.1,130.97%
539275,Mangalam Seeds Ltd,2011,₹194 Cr,Micro Cap,Food & Tobacco,₹178.10,2.36%,₹143.75,₹335.00,23.90%,-46.84%,₹175.03,₹174.86,₹191.71,3.79%,2.65%,-0.67%,0.48%,-10.88%,-29.83%,90.89%,197.58%,"3,814",586,891,"1,847","2,298",106.51%,-68.27%,-51.75%,65.97%,-74.50%,-61.22%,-19.63%,2.1,₹174.00,19.01,9.37,12.92,-27.48%
522217,Gujarat Apollo Industries Ltd,1986,₹446 Cr,Micro Cap,Metals & Mining,₹401.70,2.57%,₹246.15,₹438.30,63.19%,-8.35%,₹376.54,₹361.40,₹337.65,0.41%,5.39%,3.40%,8.64%,9.57%,43.27%,105.29%,117.45%,"2,343","8,100","3,223","2,087","2,746",12.25%,288.07%,54.42%,-14.69%,194.95%,17.36%,-24.00%,1.1,₹391.65,202.02,1.98,10,-80.20%
RPPL,Rajshree Polypack Ltd,2011,₹198 Cr,Micro Cap,Containers & Packaging,₹26.72,0.91%,₹19.56,₹48.50,36.61%,-44.91%,₹26.69,₹26.84,₹31.19,-0.04%,-3.71%,-0.82%,-1.15%,-19.61%,-26.04%,-9.97%,,"23,804","94,689","105,268","84,378","134,596",-71.79%,12.22%,24.76%,-82.31%,-29.65%,-21.79%,-37.31%,0.3,₹26.48,24.74,1.08,2.43,-55.56%
